Country Code,Year,GDP
URY,1977,4114667062.64917
USA,1977,2081826000000.0
UZB,1977,
VCT,1977,49353161.8518519
VEN,1977,36210697674.4186
VGB,1977,
VIR,1977,
VNM,1977,
VUT,1977,
WLD,1977,7328611095657.18
WSM,1977,
XKX,1977,
YEM,1977,
ZAF,1977,40651349966.8691
ZMB,1977,2483000000.0
ZWE,1977,4364382100.0
ABW,1978,
AFE,1978,106229533304.483
AFG,1978,3300000108.88889
AFW,1978,71220525032.8343
AGO,1978,
ALB,1978,
AND,1978,308008897.569444
ARB,1978,251632435246.668
ARE,1978,23775831783.4263
ARG,1978,58082870156.2634
ARM,1978,
ASM,1978,
ATG,1978,87879341.4814815
AUS,1978,118338596886.984
AUT,1978,62052259073.2493
AZE,1978,
BDI,1978,610225555.555556
BEL,1978,101246526194.441
BEN,1978,928843304.783965
BFA,1978,1475583383.37265
BGD,1978,13281767142.8571
BGR,1978,
BHR,1978,
BHS,1978,832400000.0
BIH,1978,
BLR,1978,
BLZ,1978,136300000.0
BMU,1978,475800000.0
BOL,1978,3758220889.55522
BRA,1978,200800891870.164
BRB,1978,552883707.055138
BRN,1978,1941600703.60598
BTN,1978,
BWA,1978,590376720.598889
CAF,1978,610578523.761178
CAN,1978,218632867537.477
CEB,1978,
CHE,1978,
CHI,1978,
CHL,1978,15989933708.1491
CHN,1978,149540752829.268
CIV,1978,7900524897.8644
CMR,1978,4662851756.59046
COD,1978,15372608002.3923
COG,1978,878771771.290883
COL,1978,23263511958.0509
COM,1978,
CPV,1978,
CRI,1978,3523208809.80163
CSS,1978,9433651129.16603
CUB,1978,17844705324.6753
CUW,1978,
CYM,1978,
CYP,1978,964026512.197839
CZE,1978,
DEU,1978,740469983446.933
DJI,1978,
DMA,1978,57130215.5555556
DNK,1978,60362931853.6249
DOM,1978,4734400000.0
DZA,1978,26364491313.4471
EAP,1978,280328981492.619
EAR,1978,876040240006.548
EAS,1978,1544793723568.97
ECA,1978,
ECS,1978,3305876750778.18
ECU,1978,11922502170.6405
EGY,1978,14811704063.0685
EMU,1978,2183509436583.37
ERI,1978,
ESP,1978,160599687500.0
EST,1978,
ETH,1978,
EUU,1978,2442808491464.95
FCS,1978,190603663502.38
FIN,1978,36256160288.8087
FJI,1978,829239489.844119
FRA,1978,506707848837.209
FRO,1978,
FSM,1978,
GAB,1978,2389479269.18832
GBR,1978,335883029721.956
GEO,1978,
GHA,1978,3662478184.99127
GIB,1978,
GIN,1978,
GMB,1978,171836793.402695
GNB,1978,122666858.789625
GNQ,1978,
GRC,1978,44270204081.6327
GRD,1978,88322386.2962963
GRL,1978,355989047.256374
GTM,1978,6070600200.0
GUM,1978,
GUY,1978,507080000.0
HIC,1978,6917011010225.21
HKG,1978,18315007365.9713
HND,1978,3097242093.22441
HPC,1978,91387355663.4203
HRV,1978,
HTI,1978,974200000.0
HUN,1978,
IBD,1978,1621557095866.24
IBT,1978,1824430977596.26
IDA,1978,203219036415.73
IDB,1978,80183719945.896
IDN,1978,51455719099.9207
IDX,1978,125414067978.359
IMN,1978,
IND,1978,137300295308.038
INX,1978,
IRL,1978,14650291452.7333
IRN,1978,77994316621.4814
IRQ,1978,23762275651.8794
ISL,1978,2511826196.009
ISR,1978,
ITA,1978,315058323066.393
JAM,1978,2644449232.29321
JOR,1978,2602748691.09948
JPN,1978,1013612173518.84
KAZ,1978,
KEN,1978,5303734882.53447
KGZ,1978,
KHM,1978,
KIR,1978,45210026.3248255
KNA,1978,49433333.3333333
KOR,1978,51972107438.0165
KWT,1978,15500908760.4507
LAC,1978,464493018983.194
LAO,1978,
LBN,1978,
LBR,1978,
LBY,1978,
LCA,1978,
LCN,1978,543518144340.68
LDC,1978,
LIC,1978,74183040059.5444
LIE,1978,436918176.733781
LKA,1978,2733183856.50224
LMC,1978,500534658715.91
LMY,1978,1741690862737.55
LSO,1978,266559337.626495
LTE,1978,946701703577.862
LTU,1978,
LUX,1978,4884868707.57013
LVA,1978,
MAC,1978,
MAF,1978,
MAR,1978,13236854105.1672
MCO,1978,1000535735.37664
MDA,1978,
MDG,1978,2669755115.50569
MDV,1978,
MEA,1978,356312527957.462
MEX,1978,102500000000.0
MHL,1978,
MIC,1978,1672613019332.26
MKD,1978,
MLI,1978,1222702356.10946
MLT,1978,793675169.878579
MMR,1978,
MNA,1978,
MNE,1978,
MNG,1978,
MNP,1978,
MOZ,1978,
MRT,1978,804629876.770723
MUS,1978,1015365145.29554
MWI,1978,949034016.830627
MYS,1978,16358376511.2263
NAC,1978,2570707667537.48
NAM,1978,
NCL,1978,846007597.720396
NER,1978,1774365275.18226
NGA,1978,36527862208.7133
NIC,1978,2142128603.78571
NLD,1978,155859695457.323
NOR,1978,46523091009.6713
NPL,1978,1604162497.45945
NRU,1978,
NZL,1978,18530518394.6488
OED,1978,6887515035545.46
OMN,1978,2740301389.69311
OSS,1978,20750414063.9926
PAK,1978,17811515151.5152
PAN,1978,3244558600.0
PER,1978,12495779622.071
PHL,1978,22706155475.3048
PLW,1978,
PNG,1978,1947947524.33347
POL,1978,
PRE,1978,142952715727.657
PRI,1978,11165000000.0
PRK,1978,
PRT,1978,23487614051.0949
PRY,1978,2559857142.85714
PSE,1978,
PSS,1978,1379853168.00751
PST,1978,6699543007604.23
PYF,1978,1005573294.20763
QAT,1978,4052000412.70087
ROU,1978,
RUS,1978,
RWA,1978,905709147.27019
SAS,1978,174773663985.822
SAU,1978,80265732292.5833
SDN,1978,7670500000.0
SEN,1978,3280354339.39341
SGP,1978,7517176354.84135
SLB,1978,111022089.96223
SLE,1978,960728338.93643
SLV,1978,3127960000.0
SMR,1978,
SOM,1978,564986059.668508
SRB,1978,
SSA,1978,175894490682.748
SSD,1978,
SSF,1978,175977245602.628
SST,1978,32044114317.0744
STP,1978,
SUR,1978,735500000.0
SVK,1978,
SVN,1978,
SWE,1978,104442351222.751
SWZ,1978,340616375.344986
SXM,1978,
SYC,1978,85552369.914184
SYR,1978,9275203105.57946
TCA,1978,
TCD,1978,1113920122.61212
TEA,1978,279753207033.893
TEC,1978,
TGO,1978,824263841.539264
THA,1978,24006570178.1561
TJK,1978,
TKM,1978,
TLA,1978,510561192693.868
TLS,1978,
TMN,1978,
TON,1978,41567471.6721987
TSA,1978,174773663985.822
TSS,1978,175977245602.628
TTO,1978,3562333458.33333
TUN,1978,5968044209.51466
TUR,1978,65147022485.7919
TUV,1978,
TZA,1978,
UGA,1978,2420260869.56522
UKR,1978,
UMC,1978,1173129106469.89
URY,1978,4910257282.93153
USA,1978,2351599000000.0
UZB,1978,
VCT,1978,60844771.4814815
VEN,1978,39316279069.7674
VGB,1978,
VIR,1978,
VNM,1978,
VUT,1978,
WLD,1978,8632349575126.05
WSM,1978,
XKX,1978,
YEM,1978,
ZAF,1978,46739449961.9073
ZMB,1978,2813375000.0
ZWE,1978,4351600500.0
ABW,1979,
AFE,1979,124361714673.515
AFG,1979,3697940409.61098
AFW,1979,88654314397.8093
AGO,1979,
ALB,1979,
AND,1979,411578334.159643
ARB,1979,340540511157.633
ARE,1979,31225463217.7582
ARG,1979,69252328953.3789
ARM,1979,
ASM,1979,
ATG,1979,109079978.888889
AUS,1979,134712029989.776
AUT,1979,73937296963.4586
AZE,1979,
BDI,1979,782496666.666667
BEL,1979,116315456796.918
BEN,1979,1186231265.18417
BFA,1979,1748480982.18517
BGD,1979,15565480321.9448
BGR,1979,
BHR,1979,
BHS,1979,1139800100.0
BIH,1979,
BLR,1979,
BLZ,1979,151800000.0
BMU,1979,517200000.0
BOL,1979,4421343606.18135
BRA,1979,224969488835.181
BRB,1979,670362452.145379
BRN,1979,2803780005.51826
BTN,1979,
BWA,1979,819877300.613497
CAF,1979,700764892.704831
CAN,1979,243072102612.259
CEB,1979,
CHE,1979,
CHI,1979,
CHL,1979,21803696985.2349
CHN,1979,178280594413.043
CIV,1979,9142935857.94766
CMR,1979,5919004206.90706
COD,1979,15068422236.3663
COG,1979,1198749665.95053
COL,1979,27940411250.2732
COM,1979,
CPV,1979,
CRI,1979,4035519323.22054
CSS,1979,10835423670.3095
CUB,1979,19584443287.6712
CUW,1979,
CYM,1979,
CYP,1979,1288715209.58084
CZE,1979,
DEU,1979,881345176608.686
DJI,1979,
DMA,1979,55017758.8888889
DNK,1979,70366241969.2074
DOM,1979,5498800000.0
DZA,1979,33243422157.6311
EAP,1979,324710146248.678
EAR,1979,1064443647987.45
EAS,1979,1677478062771.21
ECA,1979,
ECS,1979,4044118942751.62
ECU,1979,14175166007.5774
EGY,1979,18020571428.5714
EMU,1979,2645027354092.41
ERI,1979,
ESP,1979,214601955875.062
EST,1979,
ETH,1979,
EUU,1979,2952967037851.14
FCS,1979,239496496169.204
FIN,1979,44465255686.1548
FJI,1979,1019743927.24662
FRA,1979,613953129818.07
FRO,1979,
FSM,1979,
GAB,1979,3030251116.35966
GBR,1979,438994070309.191
GEO,1979,
GHA,1979,4020227920.22792
GIB,1979,
GIN,1979,
GMB,1979,207114382.546071
GNB,1979,118537875.133044
GNQ,1979,
GRC,1979,54481876724.931
GRD,1979,102244362.222222
GRL,1979,420642463.409998
GTM,1979,6902600200.0
GUM,1979,
GUY,1979,530440000.0
HIC,1979,7997577035608.07
HKG,1979,22526035940.5921
HND,1979,3544281976.29198
HPC,1979,102157701714.281
HRV,1979,
HTI,1979,1080600000.0
HUN,1979,
IBD,1979,1943058409798.99
IBT,1979,2177817557701.18
IDA,1979,235931371318.139
IDB,1979,98427223929.0848
IDN,1979,51400186379.3028
IDX,1979,139126865736.573
IMN,1979,
IND,1979,152991653792.864
INX,1979,
IRL,1979,18322206640.8769
IRN,1979,90391877325.9285
IRQ,1979,37816457839.4853
ISL,1979,2853435053.88542
ISR,1979,
ITA,1979,393677161500.816
JAM,1979,2425033998.18676
JOR,1979,3271728271.72827
JPN,1979,1055012119526.33
KAZ,1979,
KEN,1979,6234390975.27091
KGZ,1979,
KHM,1979,
KIR,1979,42620165.4370668
KNA,1979,58840740.7407407
KOR,1979,66946900826.4463
KWT,1979,24746019536.903
LAC,1979,548302343758.578
LAO,1979,
LBN,1979,
LBR,1979,
LBY,1979,
LCA,1979,
LCN,1979,647980581074.795
LDC,1979,
LIC,1979,80374913996.939
LIE,1979,503180669.994587
LKA,1979,3364611432.24149
LMC,1979,575424267038.895
LMY,1979,2069052669068.09
LSO,1979,290142517.814727
LTE,1979,1131178893976.54
LTU,1979,
LUX,1979,5711458447.99119
LVA,1979,
MAC,1979,
MAF,1979,
MAR,1979,15912133569.2852
MCO,1979,1209898293.39444
MDA,1979,
MDG,1979,3463565881.42486
MDV,1979,
MEA,1979,466147255038.466
MEX,1979,134561403508.772
MHL,1979,
MIC,1979,1994226135741.56
MKD,1979,
MLI,1979,1595423285.64659
MLT,1979,1001300838.32335
MMR,1979,
MNA,1979,
MNE,1979,
MNG,1979,
MNP,1979,
MOZ,1979,
MRT,1979,951900945.200283
MUS,1979,1211141231.11555
MWI,1979,1058269065.98115
MYS,1979,21213672089.1976
NAC,1979,2870923302612.26
NAM,1979,
NCL,1979,1047225130.24333
NER,1979,2109278101.9887
NGA,1979,47259911894.2731
NIC,1979,1527852635.63158
NLD,1979,179669405690.432
NOR,1979,53132244623.9213
NPL,1979,1851250008.33333
NRU,1979,
NZL,1979,20731243113.2926
OED,1979,7955856451354.1
OMN,1979,3733352634.62652
OSS,1979,26944769306.2416
PAK,1979,19688383838.3838
PAN,1979,3704551600.0
PER,1979,15962459447.2168
PHL,1979,27502168726.9573
PLW,1979,
PNG,1979,2293621944.36639
POL,1979,
PRE,1979,180430210494.82
PRI,1979,12750000000.0
PRK,1979,
PRT,1979,26622819672.1311
PRY,1979,3416777777.77778
PSE,1979,
PSS,1979,1690559859.06817
PST,1979,7702798684686.73
PYF,1979,1215031775.26795
QAT,1979,5633000318.02401
ROU,1979,
RUS,1979,
RWA,1979,1109346220.52885
SAS,1979,195751155053.95
SAU,1979,111859726428.738
SDN,1979,9032250000.0
SEN,1979,4084878667.85616
SGP,1979,9296921723.83465
SLB,1979,151270207.852194
SLE,1979,1109374722.08294
SLV,1979,3463639900.0
SMR,1979,
SOM,1979,590419855.11811
SRB,1979,
SSA,1979,211468167077.439
SSD,1979,
SSF,1979,211594173632.823
SST,1979,39766616401.2868
STP,1979,
SUR,1979,782500000.0
SVK,1979,
SVN,1979,
SWE,1979,123386410160.715
SWZ,1979,412093133.760988
SXM,1979,
SYC,1979,127261099.24396
SYR,1979,9929682184.32718
TCA,1979,
TCD,1979,1004316495.11165
TEA,1979,324043216244.853
TEC,1979,
TGO,1979,891775906.631014
THA,1979,27371699082.7126
TJK,1979,
TKM,1979,
TLA,1979,610782093337.925
TLS,1979,
TMN,1979,
TON,1979,44667002.0120724
TSA,1979,195751155053.95
TSS,1979,211594173632.823
TTO,1979,4602416625.0
TUN,1979,7188191881.91882
TUR,1979,89394085658.2038
TUV,1979,
TZA,1979,
UGA,1979,2139025000.0
UKR,1979,
UMC,1979,1428846907493.79
URY,1979,7181185277.98651
USA,1979,2627334000000.0
UZB,1979,
VCT,1979,71096359.6296296
VEN,1979,48310930232.5581
VGB,1979,
VIR,1979,
VNM,1979,
VUT,1979,119258835.335525
WLD,1979,10028413337670.5
WSM,1979,
XKX,1979,
YEM,1979,
ZAF,1979,57645721018.0263
ZMB,1979,3325500000.0
ZWE,1979,5177459400.0
ABW,1980,
AFE,1980,156341118201.26
AFG,1980,3641723321.99546
AFW,1980,112064063500.952
AGO,1980,5934073603.54849
ALB,1980,
AND,1980,446416105.825017
ARB,1980,460788305454.424
ARE,1980,43598748449.0479
ARG,1980,76961923741.9479
ARM,1980,
ASM,1980,
ATG,1980,131431026.666667
AUS,1980,149776044568.245
AUT,1980,82058912997.2346
AZE,1980,
BDI,1980,919726666.666667
BEL,1980,126829314388.191
BEN,1980,1405251547.23882
BFA,1980,1928719477.41287
BGD,1980,18138049095.6072
BGR,1980,19839230769.2308
BHR,1980,3072698328.46909
BHS,1980,1335300000.0
BIH,1980,
BLR,1980,
BLZ,1980,197938222.429283
BMU,1980,613299968.0
BOL,1980,4526916802.61011
BRA,1980,235024598983.261
BRB,1980,1012280614.52792
BRN,1980,4928824957.96749
BTN,1980,128717410.9125
BWA,1980,1060923829.13021
CAF,1980,797048028.773247
CAN,1980,273853826548.067
CEB,1980,
CHE,1980,122660905890.076
CHI,1980,
CHL,1980,29036709871.7949
CHN,1980,191149211575.0
CIV,1980,10175615441.8127
CMR,1980,6674567625.0807
COD,1980,14394927494.8647
COG,1980,1705796849.54659
COL,1980,33400735644.0481
COM,1980,212218226.429847
CPV,1980,142246875.536716
CRI,1980,4831447001.16686
CSS,1980,13495267729.8259
CUB,1980,19912889861.1111
CUW,1980,
CYM,1980,
CYP,1980,2154311276.94859
CZE,1980,
DEU,1980,950290856466.538
DJI,1980,
DMA,1980,72804653.3333333
DNK,1980,71127528699.9414
DOM,1980,6761300000.0
DZA,1980,42346380830.7708
EAP,1980,374689555131.979
EAR,1980,1324869953023.73
EAS,1980,1812877987096.27
ECA,1980,
ECS,1980,4580594438169.47
ECU,1980,17881514682.8784
EGY,1980,21669908177.0664
EMU,1980,2962392356381.08
ERI,1980,
ESP,1980,232766822928.754
EST,1980,
ETH,1980,
EUU,1980,3303320317528.69
FCS,1980,297879829189.109
FIN,1980,53645202422.6968
FJI,1980,1202567359.4132
FRA,1980,701288419745.421
FRO,1980,
FSM,1980,
GAB,1980,4279637933.85136
GBR,1980,564947710899.373
GEO,1980,
GHA,1980,4445228215.76763
GIB,1980,
GIN,1980,
GMB,1980,241080708.89018
GNB,1980,110653830.722704
GNQ,1980,50642880.7737503
GRC,1980,56829664268.5851
GRD,1980,110900457.037037
GRL,1980,476055288.418886
GTM,1980,7878700000.0
GUM,1980,
GUY,1980,603200000.0
HIC,1980,8932268169520.14
HKG,1980,28861759209.0191
HND,1980,3968160045.98684
HPC,1980,108798753605.443
HRV,1980,
HTI,1980,1383800000.0
HUN,1980,
IBD,1980,2290647728354.12
IBT,1980,2568709610331.24
IDA,1980,279324217356.023
IDB,1980,126263551075.004
IDN,1980,72482337370.3464
IDX,1980,152917952318.488
IMN,1980,
IND,1980,186325345089.754
INX,1980,
IRL,1980,21751265576.9542
IRN,1980,94362275580.0229
IRQ,1980,52569000000.0
ISL,1980,3381419042.85476
ISR,1980,
ITA,1980,477256775943.929
JAM,1980,2679409453.23903
JOR,1980,3910036925.14267
JPN,1980,1105385973763.87
KAZ,1980,
KEN,1980,7265315331.62273
KGZ,1980,
KHM,1980,
KIR,1980,38715554.5433842
KNA,1980,68459259.2592593
KOR,1980,65398646757.6511
KWT,1980,28638550499.4451
LAC,1980,655342547364.324
LAO,1980,
LBN,1980,
LBR,1980,
LBY,1980,
LCA,1980,170370370.37037
LCN,1980,780555871292.856
LDC,1980,110326821351.661
LIC,1980,85053384648.3735
LIE,1980,534701915.617354
LKA,1980,4024621899.57653
LMC,1980,698743246286.66
LMY,1980,2425596050127.87
LSO,1980,431561376.476631
LTE,1980,1282232636254.89
LTU,1980,
LUX,1980,6232005793.90261
LVA,1980,
MAC,1980,
MAF,1980,
MAR,1980,21728770055.3777
MCO,1980,1378130995.60185
MDA,1980,
MDG,1980,5201818349.00282
MDV,1980,42463576.1589404
MEA,1980,603705703948.348
MEX,1980,205139086956.522
MHL,1980,
MIC,1980,2346435466492.39
MKD,1980,
MLI,1980,1759690811.60699
MLT,1980,1250242107.87969
MMR,1980,
MNA,1980,
MNE,1980,
MNG,1980,
MNP,1980,
MOZ,1980,
MRT,1980,1047924649.11779
MUS,1980,1131788191.50736
MWI,1980,1237655461.1501
MYS,1980,24488033442.0506
NAC,1980,3131774126516.07
NAM,1980,2422096074.58458
NCL,1980,1182457142.60648
NER,1980,2508524186.43352
NGA,1980,64201788122.6054
NIC,1980,2189347367.52632
NLD,1980,195152092662.381
NOR,1980,64439382896.0156
NPL,1980,1945916583.33333
NRU,1980,
NZL,1980,23244547384.6748
OED,1980,8841960072427.68
OMN,1980,5981760277.93862
OSS,1980,37414509400.01
PAK,1980,23654444444.4444
PAN,1980,4614086400.0
PER,1980,18134029179.6393
PHL,1980,32450541843.0652
PLW,1980,
PNG,1980,2545983007.89984
POL,1980,
PRE,1980,220714584897.811
PRI,1980,14436100000.0
PRK,1980,
PRT,1980,32896519823.7885
PRY,1980,4448087301.5873
PSE,1980,
PSS,1980,1962197369.31565
PST,1980,8529692427301.2
PYF,1980,1362151523.68993
QAT,1980,7829094613.07082
ROU,1980,
RUS,1980,
RWA,1980,1254765349.93185
SAS,1980,236032168287.024
SAU,1980,164541658298.596
SDN,1980,7459833333.33333
SEN,1980,4510107330.12074
SGP,1980,11896256782.8566
SLB,1980,183176669.076886
SLE,1980,1100685844.92284
SLV,1980,3573959900.0
SMR,1980,
SOM,1980,603592656.822209
SRB,1980,
SSA,1980,266508136629.313
SSD,1980,
SSF,1980,266652787277.55
SST,1980,52916820699.4472
STP,1980,
SUR,1980,795000000.0
SVK,1980,
SVN,1980,
SWE,1980,142092068280.689
SWZ,1980,542000513.610683
SXM,1980,
SYC,1980,147357222.779802
SYR,1980,13062421024.9337
TCA,1980,
TCD,1980,1033002401.82546
TEA,1980,373919971214.371
TEC,1980,
TGO,1980,1136408814.19692
THA,1980,32353440726.8856
TJK,1980,
TKM,1980,
TLA,1980,740181622737.909
TLS,1980,
TMN,1980,
TON,1980,53260077.4311091
TSA,1980,236032168287.024
TSS,1980,266652787277.55
TTO,1980,6235833333.33333
TUN,1980,8744134354.16152
TUR,1980,68789289565.7434
TUV,1980,
TZA,1980,
UGA,1980,1244610000.0
UKR,1980,
UMC,1980,1650573802774.31
URY,1980,10163020115.7344
USA,1980,2857307000000.0
UZB,1980,
VCT,1980,82340339.6296296
VEN,1980,59116511627.907
VGB,1980,
VIR,1980,
VNM,1980,
VUT,1980,121185497.569261
WLD,1980,11298291912604.7
WSM,1980,
XKX,1980,
YEM,1980,
ZAF,1980,82980483387.953
ZMB,1980,3829500000.0
ZWE,1980,6678868200.0
ABW,1981,
AFE,1981,160202197895.597
AFG,1981,3478787909.09091
AFW,1981,211065184009.677
AGO,1981,5553824463.82274
ALB,1981,
AND,1981,388958731.302938
ARB,1981,475354082441.339
ARE,1981,49333424135.1131
ARG,1981,78676842366.4213
ARM,1981,
ASM,1981,
ATG,1981,147841734.444444
AUS,1981,176642284918.147
AUT,1981,71034228443.062
AZE,1981,
BDI,1981,969046666.666667
BEL,1981,104730018470.23
BEN,1981,1291119965.11262
BFA,1981,1775842026.4121
BGD,1981,20249694002.448
BGR,1981,19870000000.0
BHR,1981,3467819148.93617
BHS,1981,1426500000.0
BIH,1981,
BLR,1981,
BLZ,1981,196089854.656347
BMU,1981,739100032.0
BOL,1981,5872756933.11582
BRA,1981,263561088977.129
BRB,1981,1114204743.20091
BRN,1981,4366213849.57637
BTN,1981,139150441.309748
BWA,1981,1073861599.13948
CAF,1981,694803502.722356
CAN,1981,306214863624.99
CEB,1981,
CHE,1981,112339195092.149
CHI,1981,
CHL,1981,34509878043.5897
CHN,1981,195866382432.54
CIV,1981,8432588483.85263
CMR,1981,6610937473.20425
COD,1981,12537821038.2202
COG,1981,1993512325.92306
COL,1981,36388366869.0309
COM,1981,196349967.670007
CPV,1981,139468114.599741
CRI,1981,2623807074.2948
CSS,1981,14890317367.7428
CUB,1981,20150254096.3855
CUW,1981,
CYM,1981,
CYP,1981,2087496373.77964
CZE,1981,
DEU,1981,800472055387.278
DJI,1981,
DMA,1981,82107391.1111111
DNK,1981,61877813965.2413
DOM,1981,7561300000.0
DZA,1981,44348672667.8715
EAP,1981,399830476578.648
EAR,1981,1478656816759.63
EAS,1981,1998510487492.64
ECA,1981,
ECS,1981,4076801537075.26
ECU,1981,21810767209.3695
EGY,1981,22136081081.0811
EMU,1981,2574552788573.21
ERI,1981,
ESP,1981,202807891511.984
EST,1981,
ETH,1981,7324903188.4058
EUU,1981,2880098041640.39
FCS,1981,415979970905.165
FIN,1981,52448332874.07
FJI,1981,1235665808.56541
FRA,1981,615552202776.101
FRO,1981,
FSM,1981,
GAB,1981,3862269126.92681
GBR,1981,540765675241.158
GEO,1981,
GHA,1981,4222441614.97432
GIB,1981,
GIN,1981,
GMB,1981,218764445.784343
GNB,1981,154731969.69697
GNQ,1981,36731422.8456914
GRC,1981,52346506765.0676
GRD,1981,115651918.888889
GRL,1981,435746974.759244
GTM,1981,8607500300.0
GUM,1981,
GUY,1981,570357107.142857
HIC,1981,9067177174698.72
HKG,1981,31055409443.043
HND,1981,4043894878.58005
HPC,1981,107555470821.898
HRV,1981,
HTI,1981,1479400000.0
HUN,1981,
IBD,1981,2481142180232.34
IBT,1981,2900595479606.3
IDA,1981,411300180654.183
IDB,1981,243041606845.557
IDN,1981,85518233450.7774
IDX,1981,155979483162.719
IMN,1981,
IND,1981,193490610032.1
INX,1981,
IRL,1981,20673430092.5339
IRN,1981,100499312749.923
IRQ,1981,37823000000.0
ISL,1981,3492997010.04956
ISR,1981,
ITA,1981,430702851303.015
JAM,1981,2979061412.37229
JOR,1981,4384685230.02421
JPN,1981,1218988935129.81
KAZ,1981,
KEN,1981,6854491453.90208
KGZ,1981,
KHM,1981,
KIR,1981,41369800.0459664
KNA,1981,80888888.8888889
KOR,1981,72933350953.7025
KWT,1981,25056672166.4275
LAC,1981,758245679409.868
LAO,1981,
LBN,1981,
LBR,1981,
LBY,1981,
LCA,1981,194444444.444444
LCN,1981,900089427628.686
LDC,1981,111751219166.335
LIC,1981,87666279698.9028
LIE,1981,511658690.561043
LKA,1981,4415844155.84416
LMC,1981,840698555835.287
LMY,1981,2734871868620.05
LSO,1981,434188034.188034
LTE,1981,1359189307302.82
LTU,1981,
LUX,1981,5231808996.08866
LVA,1981,
MAC,1981,
MAF,1981,
MAR,1981,17788171722.4446
MCO,1981,1205166025.47602
MDA,1981,
MDG,1981,4759333969.85141
MDV,1981,44781456.9536424
MEA,1981,623622731203.693
MEX,1981,263959336734.694
MHL,1981,31020000.0
MIC,1981,2653176657534.63
MKD,1981,
MLI,1981,1538972158.1782
MLT,1981,1243469360.56838
MMR,1981,
MNA,1981,
MNE,1981,
MNG,1981,2310099100.0
MNP,1981,
MOZ,1981,
MRT,1981,1105495368.38146
MUS,1981,1142393554.52358
MWI,1981,1237685691.94683
MYS,1981,25004557093.8761
NAC,1981,3513995963656.99
NAM,1981,2249854740.00185
NCL,1981,972563810.230325
NER,1981,2170893038.90053
NGA,1981,164475209515.19
NIC,1981,2448290109.65
NLD,1981,164134217080.279
NOR,1981,63596654760.8677
NPL,1981,2275583316.66667
NRU,1981,
NZL,1981,24417617184.2478
OED,1981,9000940777044.99
OMN,1981,7259120150.55009
OSS,1981,37612384381.8337
PAK,1981,28100606060.6061
PAN,1981,5222421500.0
PER,1981,21649137620.3055
PHL,1981,35646416952.5425
PLW,1981,
PNG,1981,2498068350.66865
POL,1981,
PRE,1981,309025651336.986
PRI,1981,15955700000.0
PRK,1981,
PRT,1981,31977276872.9642
PRY,1981,5624515873.01587
PSE,1981,
PSS,1981,2021548448.21523
PST,1981,8626038602052.94
PYF,1981,1279972866.38172
QAT,1981,8661263763.73626
ROU,1981,
RUS,1981,
RWA,1981,1407062607.63214
SAS,1981,250213642682.993
SAU,1981,184291888767.191
SDN,1981,10016500000.0
SEN,1981,4095892072.29088
SGP,1981,14175228843.6391
SLB,1981,194208227.993565
SLE,1981,1114830471.91787
SLV,1981,3437200200.0
SMR,1981,
SOM,1981,699112266.835764
SRB,1981,
SSA,1981,371503600817.847
SSD,1981,
SSF,1981,371652258116.837
SST,1981,54679732066.7537
STP,1981,
SUR,1981,889000000.0
SVK,1981,
SVN,1981,
SWE,1981,129686938223.328
SWZ,1981,570761166.818596
SXM,1981,
SYC,1981,154902869.02139
SYR,1981,15518199247.3393
TCA,1981,
TCD,1981,876937559.725038
TEA,1981,399009255115.892
TEC,1981,
TGO,1981,962347000.991788
THA,1981,34846107862.3673
TJK,1981,
TKM,1981,
TLA,1981,857201894715.697
TLS,1981,
TMN,1981,
TON,1981,62242013.3302689
TSA,1981,250213642682.993
TSS,1981,371652258116.837
TTO,1981,6992083333.33333
TUN,1981,8428513568.24625
TUR,1981,71040020140.4436
TUV,1981,
TZA,1981,
UGA,1981,1337300000.0
UKR,1981,
UMC,1981,1795630669767.68
URY,1981,11048335541.4933
USA,1981,3207042000000.0
UZB,1981,
VCT,1981,102086539.259259
VEN,1981,66327441860.4651
VGB,1981,
VIR,1981,
VNM,1981,
VUT,1981,113781795.82356
WLD,1981,11695242940630.8
WSM,1981,
XKX,1981,
YEM,1981,
ZAF,1981,85454420500.0266
ZMB,1981,3872666666.66667
ZWE,1981,8011373800.0
ABW,1982,
AFE,1982,154499760548.54
AFG,1982,
AFW,1982,187218448133.4
AGO,1982,5553824463.82274
ALB,1982,
AND,1982,375895956.383462
ARB,1982,446303867545.649
ARE,1982,46622718605.2847
ARG,1982,84307486836.724
ARM,1982,
ASM,1982,
ATG,1982,164369278.888889
AUS,1982,193770274743.462
AUT,1982,71275287569.5733
AZE,1982,
BDI,1982,1013222222.22222
BEL,1982,92095926187.5331
BEN,1982,1267778489.03079
BFA,1982,1754449845.3012
BGD,1982,18525399201.5968
BGR,1982,19342000000.0
BHR,1982,3645744680.85106
BHS,1982,1578300000.0
BIH,1982,
BLR,1982,
BLZ,1982,182206326.985709
BMU,1982,785500032.0
BOL,1982,5587490264.8127
BRA,1982,281682304161.041
BRB,1982,1163923830.35847
BRN,1982,4264252336.4486
BTN,1982,141366534.475688
BWA,1982,1014907254.54016
CAF,1982,748312283.726758
CAN,1982,313506525087.136
CEB,1982,
CHE,1982,115140108850.909
CHI,1982,
CHL,1982,25325893205.657
CHN,1982,205089699858.779
CIV,1982,7567109766.61129
